Sample,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Centric diatom,Ciliate,Cyanobacteria,Dinoflagellate,Flagellate,Foraminifera,Pennate diatom,Radiozoa,Silicoflagellate
7121,Kangaroo Island,-35.83217,136.44733,2014-10-29T11:00:00Z,2014,10,29,11:00:00,150,50,0,2675,56500,0,0,0,0
6800,Port Hacking,-34.11923,151.22667,2014-10-22T09:30:00Z,2014,10,22,09:30:00,17439.5,235.21,0,26643.13,218010.75,0,6754.02,0,235.22
5646,North Stradbroke,-27.345,153.562,2014-10-20T10:45:00Z,2014,10,20,10:45:00,237.5,0,3462.5,1562.5,11750,0,50,0,0
7507,Yongala,-19.30847,147.61842,2014-10-14T12:02:00Z,2014,10,14,12:02:00,8410,200,39000,5310,107500,0,22000,0,200
6735,Rottnest Island,-32,115.41667,2014-10-14T11:52:00Z,2014,10,14,11:52:00,504.81,48.08,1081.73,6802.89,89927.89,0,96.16,0,0
6721,Rottnest Island,-32,115.41667,2014-09-19T12:57:00Z,2014,9,19,12:57:00,1116.73,0,0,11598.98,305888.32,25.38,1040.6,0,126.9
5626,North Stradbroke,-27.345,153.562,2014-09-17T10:30:00Z,2014,9,17,10:30:00,381.11,0,1041.67,1248.83,83646.04,0,76.22,0,0
6692,Maria Island,-42.59667,148.23333,2014-09-16T09:20:00Z,2014,9,16,09:20:00,46771.04,0,0,4365.3,109963.97,0,461.94,0,0
5815,Port Hacking,-34.11923,151.22667,2014-09-11T10:13:00Z,2014,9,11,10:13:00,3278.5,0,0,9559.72,202020.19,0,392.5,0,346.32
5941,Yongala,-19.30847,147.61842,2014-09-10T10:35:00Z,2014,9,10,10:35:00,275,25,0,3595,25000,0,50,0,0
6707,Rottnest Island,-32,115.41667,2014-09-02T11:55:00Z,2014,9,2,11:55:00,2875,0,0,9550,133125,0,425,0,0
5619,North Stradbroke,-27.345,153.562,2014-09-01T10:10:00Z,2014,9,1,10:10:00,321.14,0,0,518.77,66699.6,0,148.22,0,0
5801,Port Hacking,-34.11923,151.22667,2014-08-25T09:57:00Z,2014,8,25,09:57:00,151.67,278.06,0,10591.5,228140.1,0,75.84,0,50.56
6574,Maria Island,-42.59667,148.23333,2014-08-21T11:50:00Z,2014,8,21,11:50:00,94.25,494.82,0,2801.34,127426.98,0,212.07,0,212.06
5927,Yongala,-19.30847,147.61842,2014-08-20T11:15:00Z,2014,8,20,11:15:00,30,45,0,1860,51600,0,165,0,0
5629,Maria Island,-42.59667,148.23333,2014-08-07T12:00:00Z,2014,8,7,12:00:00,653.43,169.4,290.42,2082.92,334002.9,0,701.83,24.2,242.01
5943,Rottnest Island,-32,115.41667,2014-07-30T10:03:00Z,2014,7,30,10:03:00,904.78,119.05,0,23.81,88571.42,71.43,261.91,0,95.24
5520,North Stradbroke,-27.345,153.562,2014-07-25T10:35:00Z,2014,7,25,10:35:00,6854.83,0,0,282.25,110383.06,0,10120.96,0,40.32
5913,Yongala,-19.30847,147.61842,2014-07-17T10:28:00Z,2014,7,17,10:28:00,82.93,73.17,1707.32,20560.97,198048.78,0,1121.95,0,0
5787,Port Hacking,-34.11923,151.22667,2014-07-16T10:00:00Z,2014,7,16,10:00:00,150.3,275.55,0,12575.15,109719.44,0,100.2,0,225.45
6678,Kangaroo Island,-35.83217,136.44733,2014-07-13T16:13:00Z,2014,7,13,16:13:00,6232.98,0,0,8381.87,111715.2,0,14757.28,0,906.14
5527,Maria Island,-42.59667,148.23333,2014-07-03T11:30:00Z,2014,7,3,11:30:00,96.8,169.41,0,2768.63,422071.64,24.2,242,0,217.81
5857,Rottnest Island,-32,115.41667,2014-06-24T13:16:00Z,2014,6,24,13:16:00,22851.14,0,0,2830.19,138207.54,0,52620.54,0,0
5899,Yongala,-19.30847,147.61842,2014-06-24T10:53:00Z,2014,6,24,10:53:00,2400,300,75,7950,17500,0,750,0,0
5488,North Stradbroke,-27.345,153.562,2014-06-23T10:20:00Z,2014,6,23,10:20:00,15023.47,341.44,0,2518.14,94366.2,0,44728.97,0,170.72
5524,Maria Island,-42.59667,148.23333,2014-06-19T11:30:00Z,2014,6,19,11:30:00,194.17,533.97,0,2987.64,213786.4,24.27,24.27,0,48.54
5773,Port Hacking,-34.11923,151.22667,2014-06-13T09:20:00Z,2014,6,13,09:20:00,3365.36,0,581.98,7152.5,285650.03,0,3846.17,0,75.91
5885,Yongala,-19.30847,147.61842,2014-05-27T12:12:00Z,2014,5,27,12:12:00,2049.6,455.45,48836.03,4377.52,114878.54,0,253.04,0,0
5843,Rottnest Island,-32,115.41667,2014-05-19T12:22:00Z,2014,5,19,12:22:00,405.53,47.7,0,5510.49,104484.73,0,47.7,0,23.85
5495,Maria Island,-42.59667,148.23333,2014-05-16T10:20:00Z,2014,5,16,10:20:00,292.13,563.39,0,4152.34,492018.78,20.87,83.47,0,166.93
5731,Kangaroo Island,-35.83217,136.44733,2014-05-07T13:45:00Z,2014,5,7,13:45:00,4070.7,212.12,0,1149.14,44959.4,0,22222.22,0,134.68
5457,North Stradbroke,-27.345,153.562,2014-05-07T10:25:00Z,2014,5,7,10:25:00,280.61,51.02,0,12081.33,126050.42,0,816.32,0,25.51
5871,Yongala,-19.30847,147.61842,2014-05-01T11:25:00Z,2014,5,1,11:25:00,1325.38,415.8,19490.65,3066.54,75623.71,0,259.88,0,0
5745,Port Hacking,-34.11923,151.22667,2014-04-28T09:38:00Z,2014,4,28,09:38:00,303.04,252.53,29292.93,8762.63,550505.06,0,1161.62,0,25.25
5473,Maria Island,-42.59667,148.23333,2014-04-08T11:03:00Z,2014,4,8,11:03:00,7645.62,543.68,0,844.66,103956.31,0,558.25,0,0
5443,North Stradbroke,-27.345,153.562,2014-04-04T10:45:00Z,2014,4,4,10:45:00,2015.29,280.61,231887.76,4651.36,938801.02,0,2551.03,0,0
5829,Rottnest Island,-32,115.41667,2014-03-19T12:30:00Z,2014,3,19,12:30:00,1189.34,47.58,0,3663.17,112274.04,0,451.96,0,23.79
5661,Maria Island,-42.59667,148.23333,2014-03-19T10:55:00Z,2014,3,19,10:55:00,92.17,737.32,0,1797.24,712442.4,0,184.34,0,0
5491,Port Hacking,-34.11923,151.22667,2014-03-18T09:48:00Z,2014,3,18,09:48:00,881.18,50.36,18126.89,3913.77,203240.87,0,503.53,0,25.18
5072,Yongala,-19.30847,147.61842,2014-03-17T14:07:00Z,2014,3,17,14:07:00,177.28,52.14,68952.03,1131.39,34410.84,0,208.56,0,0
5645,Kangaroo Island,-35.83217,136.44733,2014-03-13T14:00:00Z,2014,3,13,14:00:00,2756.62,244.39,0,8279.6,145161.29,0,3592.37,0,293.26
4907,North Stradbroke,-27.345,153.562,2014-03-06T10:15:00Z,2014,3,6,10:15:00,1109.99,227.04,9535.82,1053.73,176977.41,0,454.09,0,0
5514,Rottnest Island,-32,115.41667,2014-02-27T12:39:00Z,2014,2,27,12:39:00,1159.1,22.73,85561.5,807.48,114062.84,22.73,954.54,0,45.45
5058,Yongala,-19.30847,147.61842,2014-02-20T10:48:00Z,2014,2,20,10:48:00,2281.89,35.49,38717.03,2687.61,104462.48,0,1597.33,0,0
3311,North Stradbroke,-27.345,153.562,2014-02-13T10:20:00Z,2014,2,13,10:20:00,170.57,0,97.47,2982.47,232943.47,0,365.5,0,0
6657,Port Hacking,-34.11923,151.22667,2014-02-12T09:57:00Z,2014,2,12,09:57:00,102184.14,0,705.65,12147.19,225651.37,0,806.45,0,705.65
5447,Maria Island,-42.59667,148.23333,2014-02-05T11:05:00Z,2014,2,5,11:05:00,520.83,733.9,23.67,1557.76,205126.54,0,1917.61,0,0
5622,Kangaroo Island,-35.83217,136.44733,2014-01-22T15:15:00Z,2014,1,22,15:15:00,196.27,34.34,0,1226.67,132482.82,0,4342.49,0,0
5440,Rottnest Island,-32,115.41667,2014-01-22T10:10:00Z,2014,1,22,10:10:00,69292.93,1010.1,0,7186.15,356623.38,0,3232.32,0,0
5044,Yongala,-19.30847,147.61842,2014-01-22T10:00:00Z,2014,1,22,10:00:00,979.38,139.17,463.92,1222.79,147193.58,0,103.08,0,0
6651,Port Hacking,-34.11923,151.22667,2014-01-21T09:43:00Z,2014,1,21,09:43:00,79688.94,0,0,13817.9,165367.21,0,8853.11,0,0
4933,Rottnest Island,-32,115.41667,2013-12-18T10:43:00Z,2013,12,18,10:43:00,24705.9,0,5882.35,5718.96,58823.54,0,1176.48,0,0
3445,Maria Island,-42.59667,148.23333,2013-12-17T11:05:00Z,2013,12,17,11:05:00,34799.37,1425.52,0,6394.98,149840.52,0,8385.39,0,0
3269,North Stradbroke,-27.345,153.562,2013-12-12T10:20:00Z,2013,12,12,10:20:00,31562.82,395.65,3264.09,12363.99,1315529.19,0,5440.15,0,0
5030,Yongala,-19.30847,147.61842,2013-12-05T11:26:00Z,2013,12,5,11:26:00,4107.13,459.18,42755.1,5535.71,691377.55,0,1989.78,0,51.02
7045,Port Hacking,-34.11923,151.22667,2013-12-03T09:30:00Z,2013,12,3,09:30:00,300.32,130.14,0,670.68,175200.21,0,325.34,0,0
4930,Rottnest Island,-32,115.41667,2013-11-22T10:26:00Z,2013,11,22,10:26:00,1289.48,421.05,3500,3902.84,177643.73,52.63,1236.85,0,0
3185,North Stradbroke,-27.345,153.562,2013-11-22T09:55:00Z,2013,11,22,09:55:00,56418.26,89.55,0,4208.97,669406.98,0,23015.06,0,0
3314,Maria Island,-42.59667,148.23333,2013-11-18T10:50:00Z,2013,11,18,10:50:00,1608.19,2660.81,0,2707.61,230994.16,0,584.8,29.24,0
5016,Yongala,-19.30847,147.61842,2013-11-14T10:32:00Z,2013,11,14,10:32:00,2884.61,414.99,24898.79,7455.02,300320.52,0,3643.72,0,0
7044,Port Hacking,-34.11923,151.22667,2013-10-28T10:17:00Z,2013,10,28,10:17:00,277.77,25.25,0,10444.44,86060.61,0,378.79,0,0
7043,Port Hacking,-34.11923,151.22667,2013-10-21T09:36:00Z,2013,10,21,09:36:00,14097.37,101.41,0,862.07,96771.47,0,2434.08,0,0
7042,Rottnest Island,-32,115.41667,2013-10-17T08:00:00Z,2013,10,17,08:00:00,122.55,171.57,0,351.31,40522.88,0,34.31,0,0
3188,North Stradbroke,-27.345,153.562,2013-10-16T10:40:00Z,2013,10,16,10:40:00,45885.02,275.31,0,1284.78,2033165.69,0,29091.1,0,91.77
5002,Yongala,-19.30847,147.61842,2013-10-15T11:40:00Z,2013,10,15,11:40:00,26218.61,428.24,10325.66,44509.77,570423.87,0,10278.08,0,47.58
7041,Rottnest Island,-32,115.41667,2013-10-01T11:55:00Z,2013,10,1,11:55:00,281.97,164.48,0,411.98,34147.86,0,70.49,0,0
3141,Maria Island,-42.59667,148.23333,2013-09-24T11:40:00Z,2013,9,24,11:40:00,1182.5,330,27.5,2909.5,129250,0,55,0,137.5
3039,Darwin,-12.4,130.76805,2013-09-16T11:26:00Z,2013,9,16,11:26:00,1148.19,566.14,0,370.39,0,0,2936.54,0,52.91
3051,Port Hacking,-34.11923,151.22667,2013-09-16T08:15:00Z,2013,9,16,08:15:00,14419.89,395.71,0,2934.28,269114.69,0,77800.14,0,335.35
3030,North Stradbroke,-27.345,153.562,2013-09-13T10:25:00Z,2013,9,13,10:25:00,9732.54,720.92,23970.87,3244.17,1064631.25,0,52808.01,0,0
3063,Yongala,-19.30847,147.61842,2013-09-12T11:26:00Z,2013,9,12,11:26:00,9500.49,489.71,803134.18,7355.53,1390793.34,0,48775.71,0,0
3273,Kangaroo Island,-35.83217,136.44733,2013-08-28T08:55:00Z,2013,8,28,08:55:00,148.8,34.72,0,6522.82,270337.3,0,173.6,0,124.01
3048,Port Hacking,-34.11923,151.22667,2013-08-27T09:30:00Z,2013,8,27,09:30:00,1526.55,35.04,300.3,535.55,157300.15,0,1351.37,0,10.01
3178,Maria Island,-42.59667,148.23333,2013-08-21T11:21:00Z,2013,8,21,11:21:00,2815.37,226.24,628.43,271.47,108089.58,0,301.64,125.69,201.1
3024,North Stradbroke,-27.345,153.562,2013-08-19T10:10:00Z,2013,8,19,10:10:00,62193.67,0,0,12530.64,441176.47,0,78125,0,153.19
3060,Yongala,-19.30847,147.61842,2013-08-08T10:58:00Z,2013,8,8,10:58:00,2811.89,316.81,19504.95,6574.25,576732.67,0,18376.23,0,0
3138,Maria Island,-42.59667,148.23333,2013-08-07T11:30:00Z,2013,8,7,11:30:00,2322.42,327.09,0,2172.89,50000,0,490.65,93.46,163.55
3093,Ningaloo,-21.99,113.779,2013-08-06T14:03:00Z,2013,8,6,14:03:00,2151.33,642.94,321.46,1607.32,518546,0,5687.44,0,321.46
3027,North Stradbroke,-27.345,153.562,2013-08-06T10:15:00Z,2013,8,6,10:15:00,45490.21,392.16,0,5343.14,270833.33,0,14509.8,0,0
3045,Port Hacking,-34.11923,151.22667,2013-07-26T09:24:00Z,2013,7,26,09:24:00,11347.69,350.7,0,5764.85,395791.59,0,2379.75,0,275.55
3087,Esperance,-33.93333,121.85,2013-07-25T09:57:00Z,2013,7,25,09:57:00,1538.46,474.18,263.44,837.72,457428.87,36.88,1870.39,0,131.71
3057,Yongala,-19.30847,147.61842,2013-07-19T11:08:00Z,2013,7,19,11:08:00,2800.01,236.86,5500,536.86,842105.26,26.32,3368.45,0,26.32
3111,Rottnest Island,-32,115.41667,2013-07-12T12:35:00Z,2013,7,12,12:35:00,2922.7,603.85,0,9468.57,652222.23,72.46,3937.2,0,410.63
3016,North Stradbroke,-27.345,153.562,2013-07-07T09:40:00Z,2013,7,7,09:40:00,13151.2,468.29,585.37,3258.53,543902.44,39.02,11941.46,0,195.12
3074,Darwin,-12.4,130.76805,2013-06-18T00:30:00Z,2013,6,18,00:30:00,5035.03,960.96,0,1881.88,80.08,80.08,20060.06,0,80.08
3042,Port Hacking,-34.11923,151.22667,2013-06-12T09:55:00Z,2013,6,12,09:55:00,5109.68,1744.78,822.53,3963.11,144566.31,0,473.59,0,224.33
3054,Yongala,-19.30847,147.61842,2013-06-11T13:34:00Z,2013,6,11,13:34:00,2855.7,1327.65,2179.36,14487.3,691708.41,0,5435.86,0,0
3135,Maria Island,-42.59667,148.23333,2013-06-11T11:55:00Z,2013,6,11,11:55:00,264.55,88.19,0,1604.95,44973.54,0,66.14,44.09,88.18
3020,Maria Island,-42.59667,148.23333,2013-05-28T10:56:00Z,2013,5,28,10:56:00,2780.49,487.8,0,58829.27,317926.83,0,707.32,0,19.51
1795,North Stradbroke,-27.345,153.562,2013-05-20T10:05:00Z,2013,5,20,10:05:00,7409.12,388.89,1767.68,40959.6,1510126.26,25.25,5505.07,0,0
3108,Rottnest Island,-32,115.41667,2013-05-17T10:00:00Z,2013,5,17,10:00:00,2902.4,1182.1,25.15,11418.51,545950.71,0,5306.84,0,251.5
1792,Yongala,-19.30847,147.61842,2013-05-15T10:30:00Z,2013,5,15,10:30:00,3761.95,740.76,19047.62,846.6,484656.08,0,2989.44,0,0
3081,Port Hacking,-34.11923,151.22667,2013-05-15T09:40:00Z,2013,5,15,09:40:00,2196.97,883.84,0,1994.96,163661.61,0,6363.65,0,227.27
3090,Ningaloo,-21.99,113.779,2013-05-09T10:20:00Z,2013,5,9,10:20:00,1196.09,269.61,980.39,3970.59,88725.5,24.51,1642.17,0,98.04
1780,Kangaroo Island,-35.83217,136.44733,2013-05-07T07:55:00Z,2013,5,7,07:55:00,2509.74,316.77,0,4442.83,770224.18,0,2850.89,0,414.23
1768,Maria Island,-42.59667,148.23333,2013-04-24T10:50:00Z,2013,4,24,10:50:00,1584.16,247.52,0,1584.16,36435.65,0,242.57,0,0
3105,Rottnest Island,-32,115.41667,2013-04-23T10:38:00Z,2013,4,23,10:38:00,3049.39,277.21,75.6,6078.16,197947.2,50.4,2368.95,0,226.81
3078,Port Hacking,-34.11923,151.22667,2013-04-23T09:32:00Z,2013,4,23,09:32:00,402.01,201.01,527.64,11783.93,2430150.75,25.13,854.28,25.13,25.13
1761,North Stradbroke,-27.345,153.562,2013-04-18T10:05:00Z,2013,4,18,10:05:00,738.21,246.07,1993.11,1796.26,324852.35,0,1550.18,0,24.61
1789,Yongala,-19.30847,147.61842,2013-04-16T11:35:00Z,2013,4,16,11:35:00,7123.73,979.38,37886.6,3567.01,18247.43,0,2164.96,0,0
1755,Darwin,-12.4,130.76805,2013-04-05T09:40:00Z,2013,4,5,09:40:00,9303.57,0,17791.08,391.73,0,0,11099.02,0,54.41
1758,North Stradbroke,-27.345,153.562,2013-03-26T11:10:00Z,2013,3,26,11:10:00,6194.27,123.88,4732.41,44.6,2120911.79,0,2205.15,0,148.67
3075,Port Hacking,-34.11923,151.22667,2013-03-20T09:27:00Z,2013,3,20,09:27:00,7815.61,0,3006.01,225.45,104326.3,0,4809.61,0,0
1765,Maria Island,-42.59667,148.23333,2013-03-14T10:00:00Z,2013,3,14,10:00:00,20292.67,325.2,0,1170.73,6471.53,0,11707.32,0,0
3084,Esperance,-33.93333,121.85,2013-03-14T09:24:00Z,2013,3,14,09:24:00,2808.76,129.48,0,1254.98,2988.05,0,886.44,9.96,0
1801,Port Hacking,-34.11923,151.22667,2013-02-28T08:03:00Z,2013,2,28,08:03:00,32290.62,0,15136.23,908.17,68617.56,0,103329.99,0,0
3099,Rottnest Island,-32,115.41667,2013-02-21T12:55:00Z,2013,2,21,12:55:00,3057.15,73.96,0,2687.37,74457.6,0,6927.99,0,24.65
1786,Yongala,-19.30847,147.61842,2013-02-20T10:42:00Z,2013,2,20,10:42:00,4097.94,360.84,7603.09,3298.96,18041.23,0,2603.1,0,0
1771,Maria Island,-42.59667,148.23333,2013-02-14T11:00:00Z,2013,2,14,11:00:00,15073.9,0,0,1149.42,8637.12,0,2364.53,0,0
1559,Ningaloo,-21.99,113.779,2013-02-09T09:22:00Z,2013,2,9,09:22:00,8774.5,171.57,1225.49,7022.65,80298.78,24.51,6053.93,245.1,49.02
1783,Yongala,-19.30847,147.61842,2013-01-31T10:15:00Z,2013,1,31,10:15:00,36820.92,0,62273.64,211.27,13682.09,0,4426.55,0,0
1577,Maria Island,-42.59667,148.23333,2013-01-30T10:33:00Z,2013,1,30,10:33:00,24300,200,0,15100,492500,0,1900,0,0
1571,Rottnest Island,-32,115.41667,2013-01-25T10:10:00Z,2013,1,25,10:10:00,99515.96,387.22,16456.92,6098.74,44530.5,0,26331.07,0,0
1522,North Stradbroke,-27.345,153.562,2013-01-23T10:15:00Z,2013,1,23,10:15:00,17194.11,210.97,20358.65,421.95,0,0,11919.84,0,0
1518,North Stradbroke,-27.345,153.562,2013-01-11T10:40:00Z,2013,1,11,10:40:00,537.11,97.66,16162.11,5273.44,197265.62,0,99560.55,0,48.83
3096,Rottnest Island,-32,115.41667,2012-12-19T11:48:00Z,2012,12,19,11:48:00,2550.51,25.25,1262.63,202.01,12373.75,0,1085.85,0,50.5
1485,Yongala,-19.30847,147.61842,2012-12-19T10:20:00Z,2012,12,19,10:20:00,4133.32,266.67,14533.33,8533.33,43500,0,74466.66,0,0
1804,Port Hacking,-34.11923,151.22667,2012-12-19T09:31:00Z,2012,12,19,09:31:00,27358.63,304.26,0,2099.39,29208.92,0,514097.37,0,202.84
1550,Esperance,-33.93333,121.85,2012-12-12T09:10:00Z,2012,12,12,09:10:00,1287.26,124.25,0,3066.6,15904.59,0,2037.76,0,0
1483,Darwin,-12.4,130.76805,2012-12-09T12:30:00Z,2012,12,9,12:30:00,12845.85,988.14,26811.6,1021.08,0,32.94,27305.65,0,98.81
1487,Yongala,-19.30847,147.61842,2012-11-29T10:40:00Z,2012,11,29,10:40:00,1175,375,11000,4825,1e+05,0,1400,0,0
1568,Rottnest Island,-32,115.41667,2012-11-26T11:02:00Z,2012,11,26,11:02:00,3010.49,261.78,0,1020.95,73821.99,0,6413.62,0,26.18
1774,Port Hacking,-34.11923,151.22667,2012-11-21T09:30:00Z,2012,11,21,09:30:00,104993.5,0,0,4176.71,242971.9,0,10793.17,0,251
1493,North Stradbroke,-27.345,153.562,2012-11-14T10:45:00Z,2012,11,14,10:45:00,47110.8,490.74,0,2171.52,94258.38,0,72383.76,0,245.37
1574,Maria Island,-42.59667,148.23333,2012-11-13T10:45:00Z,2012,11,13,10:45:00,160,250,0,1000,156500,0,150,0,0
1556,Ningaloo,-21.99,113.779,2012-11-07T12:00:00Z,2012,11,7,12:00:00,2750,650,0,3375,61000,0,7750,0,25
1536,Darwin,-12.4,130.76805,2012-10-30T07:51:00Z,2012,10,30,07:51:00,3319.63,0,8836.07,0,0,0,18453.23,0,0
1489,Yongala,-19.30847,147.61842,2012-10-26T11:20:00Z,2012,10,26,11:20:00,1450,0,0,1741.67,170833.34,0,18083.33,0,0
1565,Rottnest Island,-32,115.41667,2012-10-19T09:54:00Z,2012,10,19,09:54:00,675.69,200.21,0,100.1,144519.52,0,2402.41,0,25.03
1532,Maria Island,-42.59667,148.23333,2012-10-18T10:52:00Z,2012,10,18,10:52:00,223162.98,761.61,0,20732.83,240924.09,0,12947.44,0,0
1494,North Stradbroke,-27.345,153.562,2012-10-17T10:20:00Z,2012,10,17,10:20:00,11868.7,202.03,202.02,479.79,275252.53,0,4974.75,0,0
1539,Port Hacking,-34.11923,151.22667,2012-10-10T09:44:00Z,2012,10,10,09:44:00,224988.6,3517.59,0,8542.71,67336.68,0,25125.62,0,0
1547,Maria Island,-42.59667,148.23333,2012-10-02T10:15:00Z,2012,10,2,10:15:00,5035,0,0,525,3350,0,1175,0,0
1562,Rottnest Island,-32,115.41667,2012-09-28T11:41:00Z,2012,9,28,11:41:00,759.17,235.6,0,2539.27,46596.86,26.18,759.18,0,52.36
1491,Yongala,-19.30847,147.61842,2012-09-18T11:00:00Z,2012,9,18,11:00:00,5075.37,0,1758.79,1055.28,16884.42,0,1155.77,0,0
1542,Port Hacking,-34.11923,151.22667,2012-09-18T09:38:00Z,2012,9,18,09:38:00,36005.63,421.94,0,1252.22,90522.21,0,3516.18,0,0
1495,North Stradbroke,-27.345,153.562,2012-09-12T10:20:00Z,2012,9,12,10:20:00,47058.82,385.72,96.43,5207.32,63645.13,0,10221.79,0,0
1740,Esperance,-33.93333,121.85,2012-09-10T12:51:00Z,2012,9,10,12:51:00,1021.22,505.56,0,5773.5,124705.09,0,910.01,0,50.56
1723,Ningaloo,-21.99,113.779,2012-08-27T08:05:00Z,2012,8,27,08:05:00,901.12,462.11,0,2518.5,13863.21,0,2195.02,0,115.53
1734,Rottnest Island,-32,115.41667,2012-08-24T11:06:00Z,2012,8,24,11:06:00,233.16,440.42,0,1010.37,14507.77,0,284.98,25.91,51.82
1526,Port Hacking,-34.11923,151.22667,2012-08-22T09:19:00Z,2012,8,22,09:19:00,2182.74,0,25482.23,3680.2,65482.23,0,6700.51,0,0
1496,North Stradbroke,-27.345,153.562,2012-08-21T10:15:00Z,2012,8,21,10:15:00,29377.99,478.46,765.55,2057.42,124736.84,0,10334.92,0,0
1693,Maria Island,-42.59667,148.23333,2012-08-20T11:15:00Z,2012,8,20,11:15:00,835,100,0,1025,30500,0,50,0,0
1549,Yongala,-19.30847,147.61842,2012-08-16T00:00:00Z,2012,8,16,00:00:00,1875,125,7250,200,0,0,2050,0,25
1473,North Stradbroke,-27.345,153.562,2012-08-06T10:15:00Z,2012,8,6,10:15:00,12717.97,328.21,0,3494.64,100233.09,0,16041.03,0,0
1615,Darwin,-12.4,130.76805,2012-07-30T02:00:00Z,2012,7,30,02:00:00,3216.85,940.59,1128.71,103.47,0,0,5220.31,0,376.24
1732,Rottnest Island,-32,115.41667,2012-07-27T09:55:00Z,2012,7,27,09:55:00,1414.04,325.53,0,2706,28728.38,0,986.77,0,40.69
1511,Yongala,-19.30847,147.61842,2012-07-26T11:00:00Z,2012,7,26,11:00:00,10823.62,229.1,0,91.64,4123.71,0,1557.85,0,0
1692,Maria Island,-42.59667,148.23333,2012-07-24T10:50:00Z,2012,7,24,10:50:00,25,25,0,1000,22000,0,25,0,0
1476,Port Hacking,-34.11923,151.22667,2012-07-17T10:00:00Z,2012,7,17,10:00:00,29045.23,502.51,14271.36,1708.54,16080.4,0,155879.39,0,201.01
1515,North Stradbroke,-27.345,153.562,2012-06-20T10:20:00Z,2012,6,20,10:20:00,1532.33,218.9,372.14,2585.51,138640.13,0,2407.96,0,0
1472,Yongala,-19.30847,147.61842,2012-06-15T10:41:00Z,2012,6,15,10:41:00,525,250,0,50,3000,0,100,0,0
1737,Esperance,-33.93333,121.85,2012-06-12T09:24:00Z,2012,6,12,09:24:00,690.73,876.29,2474.23,8608.25,118556.7,0,1721.67,0,51.55
1474,Yongala,-19.30847,147.61842,2012-06-04T10:30:00Z,2012,6,4,10:30:00,1994.97,20.2,2171.72,1149.12,116959.06,0,454.55,0,0
1729,Rottnest Island,-32,115.41667,2012-05-23T12:22:00Z,2012,5,23,12:22:00,4638.39,96.44,337.51,3451.7,118554.65,0,2324.03,0,241.08
129,Port Hacking,-34.11923,151.22667,2012-05-18T09:33:00Z,2012,5,18,09:33:00,24628,0,37,1717,220187,0,12015,0,0
1471,North Stradbroke,-27.345,153.562,2012-05-11T10:05:00Z,2012,5,11,10:05:00,19323.7,100.29,0,2457,272727.27,0,23476.72,0,0
1743,Ningaloo,-21.99,113.779,2012-05-09T10:50:00Z,2012,5,9,10:50:00,270.68,738.19,812.01,1476.39,23622.05,0,1353.34,0,0
111,Rottnest Island,-32,115.41667,2012-05-04T13:00:00Z,2012,5,4,13:00:00,4721,27,0,10650,279638,0,3560,0,0
1512,Yongala,-19.30847,147.61842,2012-04-24T10:50:00Z,2012,4,24,10:50:00,1228.88,323.39,16293.53,547.27,31840.79,0,945.29,0,49.75
1513,Darwin,-12.4,130.76805,2012-04-17T09:42:00Z,2012,4,17,09:42:00,2833.32,0,1901.04,208.33,0,0,7083.34,0,26.04
37,Kangaroo Island,-35.83217,136.44733,2012-04-15T10:42:00Z,2012,4,15,10:42:00,175,0,0,1528,178302,0,100,0,0
38,Maria Island,-42.59667,148.23333,2012-04-12T10:45:00Z,2012,4,12,10:45:00,1049,91,0,8108,390794,0,48305,0,0
1475,Yongala,-19.30847,147.61842,2012-04-02T10:44:00Z,2012,4,2,10:44:00,69873.72,283.49,21696.25,2037.33,96037.3,0,7626.55,0,466.2
55,Rottnest Island,-32,115.41667,2012-03-29T10:03:00Z,2012,3,29,10:03:00,9048,24,0,3810,524238,0,9429,0,0
110,Maria Island,-42.59667,148.23333,2012-03-27T10:40:00Z,2012,3,27,10:40:00,2580,0,0,1287,148060,0,480,0,0
