NRS_CODE,STATION_NAME,Y_COORD,X_COORD,TRIP_START_DATETIME_LOCAL,SST,CHL_AVG,CHL
MAI20191121,Maria Island,-42.59667,148.23333,2019-11-22 09:23:00,10.40249991,(null),27.31699061
MAI20090601,Maria Island,-42.59667,148.23333,2009-06-01 11:20:00,14.469993573055,0.541196704,(null)
DAR20120729_16:30,Darwin,-12.4,130.76805,2012-07-30 02:00:00,24.244993354566,2.250193604,2.522149324
NSI20120620,North Stradbroke,-27.345,153.562,2012-06-20 10:20:00,21.684993411787,0.400899988,0.601634264
NSI20120821,North Stradbroke,-27.345,153.562,2012-08-21 10:15:00,21.00413863,0.483294961,0.338460654
NIN20120509,Ningaloo,-21.99,113.779,2012-05-09 10:50:00,27.489993282035,0.353223638,0.335790724
PHB20120917,Port Hacking,-34.11923,151.22667,2012-09-18 09:38:00,18.119993491471,1.035217785,0.459583253
PHB20111206,Port Hacking,-34.11923,151.22667,2011-12-07 09:30:00,18.999993471801,0.433274598,0.240461543
PHB20100316,Port Hacking,-34.11923,151.22667,2010-03-17 09:05:00,23.459993372113,0.411292342,0.379440218
PHB20111117,Port Hacking,-34.11923,151.22667,2011-11-18 09:36:00,19.01511988,0.433274598,0.557636082
ESP20090512,Esperance,-33.93333,121.85,2009-05-12 12:10:00,19.189993467554,0.611399361,(null)
MAI20091111,Maria Island,-42.59667,148.23333,2009-11-11 11:30:00,14.28499357719,0.948975652,1.035249114
YON20110527,Yongala,-19.30847,147.61842,2011-05-27 10:50:00,24.14999335669,0.313312277,0.330778599
NSI20091215,North Stradbroke,-27.345,153.562,2009-12-16 09:00:00,25.329993330315,0.290513118,0.743124485
KAI20100315,Kangaroo Island,-35.83217,136.44733,2010-03-16 06:00:00,18.524271,0.37767,0.478566468
PHB20110517,Port Hacking,-34.11923,151.22667,2011-05-18 09:25:00,20.519993437827,0.600301478,0.794231653
ESP20100629,Esperance,-33.93333,121.85,2010-06-29 10:05:00,17.364993508346,0.522758722,(null)
YON20100817,Yongala,-19.30847,147.61842,2010-08-17 10:15:00,23.399993373454,0.259889852,0.19959484
NSI20111220,North Stradbroke,-27.345,153.562,2011-12-21 09:15:00,24.964993338473,0.20286425,0.195232019
ROT20111221,Rottnest Island,-32,115.41667,2011-12-21 15:45:00,22.347493396979,0.235682932,0.144725531
KAI20090601,Kangaroo Island,-35.83217,136.44733,2009-06-02 08:00:00,17.5210808,0.45072,0.325032651
KAI20090205,Kangaroo Island,-35.83217,136.44733,2009-02-05 14:05:00,(null),0.35392,0.215630561
PHB20090920,Port Hacking,-34.11923,151.22667,2009-09-21 09:17:00,17.419993507117,1.035217785,0.917355478
ESP20101013,Esperance,-33.93333,121.85,2010-10-13 08:15:00,17.374993508123,0.208003607,(null)
YON20110217,Yongala,-19.30847,147.61842,2011-02-17 11:30:00,28.139993267506,0.619696625,0.48111257
NSI20090416,North Stradbroke,-27.345,153.562,2009-04-16 10:30:00,25.209993332997,0.370330558,1.119206905
MAI20130807,Maria Island,-42.59667,148.23333,2013-08-07 11:30:00,13.584993592836,0.578568645,0.439445138
MAI20130821,Maria Island,-42.59667,148.23333,2013-08-21 11:21:00,13.074993604235,0.800261761,0.47106126
PHB20131027,Port Hacking,-34.11923,151.22667,2013-10-28 10:17:00,19.779993454367,0.661561731,0.460709453
PHB20120628,Port Hacking,-34.11923,151.22667,2012-06-28 10:00:00,19.619993457943,0.631374626,0.307269484
NSI20130706,North Stradbroke,-27.345,153.562,2013-07-07 09:40:00,21.889993407205,0.400899988,0.289756477
ROT20131001,Rottnest Island,-32,115.41667,2013-10-01 11:55:00,18.147493490856,0.265190218,0.546382964
YON20160927,Yongala,-19.30847,147.61842,2016-09-27 10:33:00,25.9456795,0.305190653,0.277288049
NSI20131121,North Stradbroke,-27.345,153.562,2013-11-22 09:55:00,23.944993361272,0.290513118,0.305887967
YON20131015,Yongala,-19.30847,147.61842,2013-10-15 11:40:00,25.829993319139,0.305190653,0.287800938
DAR20140117_19:50,Darwin,-12.4,130.76805,2014-01-18 05:20:00,30.499993214756,2.400572825,2.965517044
ROT20140122,Rottnest Island,-32,115.41667,2014-01-22 10:10:00,23.11249337988,0.278832415,0.287608922
MAI20140703,Maria Island,-42.59667,148.23333,2014-07-03 11:30:00,13.919993585348,0.4789609,0.399306655
PHB20140427,Port Hacking,-34.11923,151.22667,2014-04-28 09:38:00,22.839993385971,0.594364293,0.391410232
PHB20140612,Port Hacking,-34.11923,151.22667,2014-06-13 09:20:00,20.619993435591,0.600301478,0.524682403
ROT20141014,Rottnest Island,-32,115.41667,2014-10-14 11:52:00,19.614993458055,0.265190218,0.23844412
DAR20140906_03:30,Darwin,-12.4,130.76805,2014-09-06 13:00:00,25.76999332048,2.061638458,3.501465082
YON20141014,Yongala,-19.30847,147.61842,2014-10-14 12:02:00,25.159993334115,0.305190653,0.348201662
YON20150119,Yongala,-19.30847,147.61842,2015-01-19 11:25:00,29.989993226156,1.493664858,0.147582039
DAR20150203_03:30,Darwin,-12.4,130.76805,2015-02-03 13:00:00,30.804993207939,2.400572825,2.75117898
ROT20141216,Rottnest Island,-32,115.41667,2014-12-16 09:37:00,20.517493437883,0.211517851,0.171368778
KAI20150629,Kangaroo Island,-35.83217,136.44733,2015-06-30 07:35:00,15.924993540533,0.403181352,0.332536668
KAI20150909,Kangaroo Island,-35.83217,136.44733,2015-09-09 12:50:00,14.45499357339,0.299792485,0.265223265
DAR20150804_01:30,Darwin,-12.4,130.76805,2015-08-04 11:00:00,25.589993324503,2.250193604,2.186071873
DAR20150804_04:30,Darwin,-12.4,130.76805,2015-08-04 14:00:00,25.589993324503,2.250193604,2.186071873
NSI20150817,North Stradbroke,-27.345,153.562,2015-08-17 10:30:00,20.959993427992,0.483294961,0.487783641
YON20150804,Yongala,-19.30847,147.61842,2015-08-04 11:45:00,23.419993373007,0.225882888,0.203513563
NSI20151119,North Stradbroke,-27.345,153.562,2015-11-19 10:24:00,24.999993337691,0.290513118,0.285828829
MAI20150811,Maria Island,-42.59667,148.23333,2015-08-12 09:35:00,11.569993637875,0.578568645,0.429954916
YON20150618,Yongala,-19.30847,147.61842,2015-06-18 10:55:00,24.309993353114,0.280753789,0.337900668
NSI20160120,North Stradbroke,-27.345,153.562,2016-01-20 10:30:00,26.984993293323,0.256112378,0.192936912
NSI20160517,North Stradbroke,-27.345,153.562,2016-05-17 10:30:00,25.279993331432,0.461893838,0.226483151
ROT20160223,Rottnest Island,-32,115.41667,2016-02-23 08:57:00,21.922493406478,0.349211888,0.191359326
MAI20160831,Maria Island,-42.59667,148.23333,2016-08-31 10:26:00,12.494993617199,0.800261761,0.584280133
DAR20160724_0130,Darwin,-12.4,130.76805,2016-07-24 11:01:00,25.964993316121,2.250193604,1.96059823
NSI20160720,North Stradbroke,-27.345,153.562,2016-07-20 10:30:00,22.469993394241,0.384004796,0.203309342
NSI20160822,North Stradbroke,-27.345,153.562,2016-08-22 10:50:00,21.77617861,0.483294961,0.257880658
MAI20160428,Maria Island,-42.59667,148.23333,2016-04-28 10:47:00,17.5549935041,0.507746495,0.433946818
NSI20161215,North Stradbroke,-27.345,153.562,2016-12-15 10:15:00,24.45232695,0.290513118,0.418462038
PHB20170821,Port Hacking,-34.11923,151.22667,2017-08-22 09:50:00,18.8590896,0.64024,0.2832748
ROT20170914,Rottnest Island,-32,115.41667,2017-09-14 09:45:00,18.8699702,0.28472,0.218684316
YON20161207,Yongala,-19.30847,147.61842,2016-12-07 10:15:00,28.4610603,0.320764717,0.327501535
DAR20180209_0030,Darwin,-12.4,130.76805,2018-02-09 10:00:00,29.9565209,2.9731,(null)
ROT20180125,Rottnest Island,-32,115.41667,2018-01-25 10:00:00,21.9500392,0.21502,0.186199978
YON20180220,Yongala,-19.30847,147.61842,2018-02-20 10:30:00,28.9922984,0.63632,0.347377896
KAI20180307,Kangaroo Island,-35.83217,136.44733,2018-03-07 12:20:00,20.113832,0.37767,0.161458358
YON20180329,Yongala,-19.30847,147.61842,2018-03-29 10:27:00,27.2995841,0.48328,0.325124323
NSI20170516,North Stradbroke,-27.345,153.562,2017-05-16 10:20:00,23.68016977,0.370330558,0.311142862
ROT20180328,Rottnest Island,-32,115.41667,2018-03-28 09:23:00,21.7899991,0.31398,0.49653855
DAR20180208_2130,Darwin,-12.4,130.76805,2018-02-09 07:00:00,29.9565209,2.9731,(null)
ROT20171214,Rottnest Island,-32,115.41667,2017-12-14 09:37:00,21.150023,0.18966,0.184395596
MAI20170601,Maria Island,-42.59667,148.23333,2017-06-02 09:00:00,15.3126877,0.53597,0.360934943
PHB20180528,Port Hacking,-34.11923,151.22667,2018-05-29 09:50:00,20.5047516,(null),0.494655132
NSI20190118,North Stradbroke,-27.345,153.562,2019-01-18 10:40:00,26.27775,(null),0.1423061
MAI20181204,Maria Island,-42.59667,148.23333,2018-12-05 09:10:00,15.57343,(null),0.3679684
NSI20181023,North Stradbroke,-27.345,153.562,2018-10-23 10:30:00,23.6242806,(null),0.175006166
DAR20190529,Darwin,-12.4,130.76805,2019-05-30 08:39:00,(null),(null),(null)
PHB20180905,Port Hacking,-34.11923,151.22667,2018-09-05 10:50:00,16.4634948,(null),1.502333164
KAI20181204,Kangaroo Island,-35.83217,136.44733,2018-12-04 15:39:00,16.51001,(null),0.2673365
ROT20200128,Rottnest Island,-32,115.41667,2020-01-28 09:39:00,22.50805,(null),0.163596756
PHB20191028,Port Hacking,-34.11923,151.22667,2019-10-29 09:30:00,(null),(null),(null)
NSI20190916,North Stradbroke,-27.345,153.562,2019-09-16 10:20:00,20.15499996,(null),1.160875457
NSI20200122,North Stradbroke,-27.345,153.562,2020-01-22 10:35:00,26.96046049,(null),1.977271992
ROT20191104,Rottnest Island,-32,115.41667,2019-11-04 09:25:00,20.39984997,(null),0.271468945
MAI20200526,Maria Island,-42.59667,148.23333,2020-05-26 10:10:00,(null),(null),(null)
MAI20200223,Maria Island,-42.59667,148.23333,2020-02-24 10:30:00,(null),(null),(null)
ROT20181130,Rottnest Island,-32,115.41667,2018-11-30 09:33:00,18.95166,(null),0.1878034
PHB20190522,Port Hacking,-34.11923,151.22667,2019-05-23 08:50:00,22.88664832,(null),0.388094826
YON20190124,Yongala,-19.30847,147.61842,2019-01-24 11:12:00,(null),(null),(null)
DAR20200204_0030,Darwin,-12.4,130.76805,2020-02-04 10:00:00,(null),(null),(null)
YON20181213,Yongala,-19.30847,147.61842,2018-12-13 10:30:00,(null),(null),(null)
ROT20180921,Rottnest Island,-32,115.41667,2018-09-21 09:27:00,17.56832,(null),0.267296225
KAI20180515,Kangaroo Island,-35.83217,136.44733,2018-05-16 08:15:00,18.1714418,(null),0.277730018
DAR20190722_2130,Darwin,-12.4,130.76805,2019-07-23 07:00:00,25.75833299,(null),4.268196901
DAR20190213_2130,Darwin,-12.4,130.76805,2019-02-14 07:00:00,(null),(null),(null)
PHB20190827,Port Hacking,-34.11923,151.22667,2019-08-28 09:59:00,17.65756416,(null),0.238940137
ROT20200814,Rottnest Island,-32,115.41667,2020-08-14 09:21:00,(null),(null),(null)
NSI20181115,North Stradbroke,-27.345,153.562,2018-11-15 10:40:00,24.51042,(null),0.2724879
NSI20200720,North Stradbroke,-27.345,153.562,2020-07-20 10:30:00,(null),(null),(null)
ROT20190221,Rottnest Island,-32,115.41667,2019-02-21 09:30:00,(null),(null),(null)
NSI20201022,North Stradbroke,-27.345,153.562,2020-10-22 10:05:00,(null),(null),(null)
YON20191009,Yongala,-19.30847,147.61842,2019-10-09 10:00:00,24.75400003,(null),0.575196238
ROT20110622,Rottnest Island,-32,115.41667,2011-06-22 10:00:00,20.939993428439,0.472122746,0.564935505
KAI20091115,Kangaroo Island,-35.83217,136.44733,2009-11-16 08:30:00,18.189993489906,0.237668164,0.168630674
DAR20120417,Darwin,-12.4,130.76805,2012-04-17 09:42:00,30.014993225597,2.237891558,1.972783446
DAR20120729_19:30,Darwin,-12.4,130.76805,2012-07-30 05:00:00,24.244993354566,2.250193604,2.522149324
ROT20130125,Rottnest Island,-32,115.41667,2013-01-25 10:10:00,22.892493384797,0.278832415,0.266057253
NSI20130326,North Stradbroke,-27.345,153.562,2013-03-26 11:10:00,26.274993309192,0.248221643,0.802951157
YON20130416,Yongala,-19.30847,147.61842,2013-04-16 11:35:00,26.239993309975,0.394413133,0.617549121
PHB20100413,Port Hacking,-34.11923,151.22667,2010-04-14 09:18:00,21.279993420839,0.411292342,0.38391903
PHB20120717,Port Hacking,-34.11923,151.22667,2012-07-17 10:00:00,17.9329572,0.615637669,2.736007214
YON20120402,Yongala,-19.30847,147.61842,2012-04-02 10:44:00,28.179993266612,0.590297995,2.988709688
YON20120615,Yongala,-19.30847,147.61842,2012-06-15 10:41:00,23.559993369877,0.313312277,0.275512129
YON20120816,Yongala,-19.30847,147.61842,2012-08-16 00:00:00,22.469993394241,0.225882888,0.137568057
ROT20120523,Rottnest Island,-32,115.41667,2012-05-23 12:22:00,21.497493415978,0.561932502,0.359179676
ROT20120727,Rottnest Island,-32,115.41667,2012-07-27 09:55:00,18.427493484598,0.38850332,0.291411102
ESP20120910,Esperance,-33.93333,121.85,2012-09-10 12:51:00,16.229993533716,0.302740054,(null)
MAI20121002,Maria Island,-42.59667,148.23333,2012-10-02 10:15:00,12.454993618093,1.116452981,0.596695662
PHB20101110,Port Hacking,-34.11923,151.22667,2010-11-11 09:10:00,19.01176421,0.661561731,0.463346958
PHB20090422,Port Hacking,-34.11923,151.22667,2009-04-23 09:38:00,22.0654673,0.594364293,0.328889817
YON20120208,Yongala,-19.30847,147.61842,2012-02-08 10:49:00,29.709993232414,1.493664858,0.574233174
YON20091215,Yongala,-19.30847,147.61842,2009-12-15 11:25:00,28.9238821,0.320764717,0.226107568
PHB20120517,Port Hacking,-34.11923,151.22667,2012-05-18 09:33:00,20.969993427768,0.600301478,0.954721689
PHB20090819,Port Hacking,-34.11923,151.22667,2009-08-20 09:19:00,17.089993514493,1.236052153,0.534970701
MAI20090907,Maria Island,-42.59667,148.23333,2009-09-07 11:25:00,12.339993620664,0.800261761,0.490739793
MAI20100722,Maria Island,-42.59667,148.23333,2010-07-22 11:10:00,13.044993604906,0.578568645,0.585606039
DAR20110627,Darwin,-12.4,130.76805,2011-06-27 13:48:00,23.444993372448,2.217683076,2.399460316
KAI20110319,Kangaroo Island,-35.83217,136.44733,2011-03-20 09:40:00,17.829993497953,0.332386172,0.422725588
MAI20090820,Maria Island,-42.59667,148.23333,2009-08-20 11:30:00,12.769993611053,0.800261761,0.459239155
MAI20111005,Maria Island,-42.59667,148.23333,2011-10-05 12:24:00,13.159993602335,1.116452981,0.326497823
PHB20090518,Port Hacking,-34.11923,151.22667,2009-05-19 09:25:00,21.06674544,0.600301478,0.404396385
PHB20101213,Port Hacking,-34.11923,151.22667,2010-12-14 09:30:00,20.629993435368,0.433274598,1.42231214
NSI20091101,North Stradbroke,-27.345,153.562,2009-11-02 09:02:00,24.214993355237,0.262253953,0.241595298
ESP20090917,Esperance,-33.93333,121.85,2009-09-17 09:40:00,15.87499354165,0.208003607,(null)
NSI20091021,North Stradbroke,-27.345,153.562,2009-10-22 09:20:00,23.12417778,0.262253953,0.903369904
ROT20091026,Rottnest Island,-32,115.41667,2009-10-26 09:53:00,18.664993479289,0.225678709,0.218302906
YON20100224,Yongala,-19.30847,147.61842,2010-02-24 10:58:00,29.229993243143,0.619696625,0.316319585
MAI20111026,Maria Island,-42.59667,148.23333,2011-10-26 11:00:00,13.814993587695,0.948975652,0.845641494
MAI20091207,Maria Island,-42.59667,148.23333,2009-12-07 11:10:00,14.479993572831,0.659520864,0.52935493
DAR20120115_03:35,Darwin,-12.4,130.76805,2012-01-15 13:05:00,29.40999323912,2.434926518,(null)
ROT20100520,Rottnest Island,-32,115.41667,2010-05-20 10:05:00,20.584993436374,0.561932502,0.380378723
DAR20120115_05:40,Darwin,-12.4,130.76805,2012-01-15 15:10:00,29.40999323912,2.434926518,(null)
KAI20081110,Kangaroo Island,-35.83217,136.44733,2008-11-11 07:00:00,(null),0.28372,0.199371517
NSI20090218,North Stradbroke,-27.345,153.562,2009-02-18 10:30:00,27.47499328237,0.284832369,0.300600976
NSI20090318,North Stradbroke,-27.345,153.562,2009-03-18 10:30:00,25.869993318245,0.248221643,0.403860301
NSI20090720,North Stradbroke,-27.345,153.562,2009-07-20 11:07:00,20.974993427657,0.384004796,0.517409325
ROT20140919,Rottnest Island,-32,115.41667,2014-09-19 12:57:00,19.897493451741,0.265190218,0.243122816
ROT20130423,Rottnest Island,-32,115.41667,2013-04-23 10:38:00,22.624993390776,0.495598979,0.175447345
PHB20131202,Port Hacking,-34.11923,151.22667,2013-12-03 09:30:00,21.24999342151,0.433274598,0.316004932
YON20130719,Yongala,-19.30847,147.61842,2013-07-19 11:08:00,23.139993379265,0.225882888,0.317484647
NSI20130520,North Stradbroke,-27.345,153.562,2013-05-20 10:05:00,24.094993357919,0.461893838,0.41503492
YON20130808,Yongala,-19.30847,147.61842,2013-08-08 10:58:00,23.23999337703,0.225882888,0.201828107
ESP20130725,Esperance,-33.93333,121.85,2013-07-25 09:57:00,16.979993516952,0.381535168,(null)
ROT20131017,Rottnest Island,-32,115.41667,2013-10-17 08:00:00,18.844993475266,0.225678709,0.340634584
YON20140220,Yongala,-19.30847,147.61842,2014-02-20 10:48:00,27.899993272871,0.619696625,0.514439583
DAR20140403,Darwin,-12.4,130.76805,2014-04-04 08:03:00,30.82999320738,2.137941164,3.38805747
ROT20131218,Rottnest Island,-32,115.41667,2013-12-18 10:43:00,22.564993392117,0.235682932,0.142423779
NSI20140404,North Stradbroke,-27.345,153.562,2014-04-04 10:45:00,26.099993313104,0.248221643,0.253507406
NSI20141107,North Stradbroke,-27.345,153.562,2014-11-07 10:35:00,24.239993354678,0.262253953,0.159417316
NSI20140917,North Stradbroke,-27.345,153.562,2014-09-17 10:30:00,22.424993395247,0.327832822,0.458656222
MAI20140821,Maria Island,-42.59667,148.23333,2014-08-21 11:50:00,13.304993599094,0.800261761,0.563604176
YON20140501,Yongala,-19.30847,147.61842,2014-05-01 11:25:00,26.919993294775,0.394413133,0.269293368
NSI20150304,North Stradbroke,-27.345,153.562,2015-03-04 10:30:00,27.329993285611,0.284832369,0.147708997
KAI20150224,Kangaroo Island,-35.83217,136.44733,2015-02-25 08:55:00,19.51499346029,0.418387345,0.199949935
MAI20151118,Maria Island,-42.59667,148.23333,2015-11-19 10:45:00,15.554993548803,0.659520864,0.600559235
PHB20150723,Port Hacking,-34.11923,151.22667,2015-07-23 10:07:00,18.269993488118,0.615637669,0.562505364
PHB20150819,Port Hacking,-34.11923,151.22667,2015-08-19 10:03:00,18.739993477613,1.236052153,0.414928406
YON20150825,Yongala,-19.30847,147.61842,2015-08-25 10:45:00,23.429993372783,0.259889852,0.164266482
ROT20160722,Rottnest Island,-32,115.41667,2016-07-22 13:20:00,18.33331669,0.38850332,0.29248786
ROT20160527,Rottnest Island,-32,115.41667,2016-05-27 09:30:00,19.664993456937,0.561932502,0.770221353
ROT20160413,Rottnest Island,-32,115.41667,2016-04-13 09:30:00,21.30665462,0.38955993,0.257739693
ROT20160621,Rottnest Island,-32,115.41667,2016-06-21 09:26:00,19.034993471019,0.472122746,0.408744246
NSI20160412,North Stradbroke,-27.345,153.562,2016-04-12 10:45:00,26.589993302152,0.248221643,0.172883034
PHB20160719,Port Hacking,-34.11923,151.22667,2016-07-19 10:19:00,19.509993460402,0.615637669,0.393170595
PHB20160229,Port Hacking,-34.11923,151.22667,2016-03-01 09:00:00,25.819993319362,0.568436992,0.4310368
DAR20160530,Darwin,-12.4,130.76805,2016-05-31 07:50:00,29.57999323532,2.212283879,2.185528517
MAI20170104,Maria Island,-42.59667,148.23333,2017-01-05 09:45:00,16.83997964,0.6290979,0.527407169
YON20161108,Yongala,-19.30847,147.61842,2016-11-08 10:50:00,27.5545559,0.304526952,0.187837824
PHB20161030,Port Hacking,-34.11923,151.22667,2016-10-31 09:35:00,20.18475,0.661561731,0.418836653
MAI20180116,Maria Island,-42.59667,148.23333,2018-01-17 10:30:00,18.060797,0.58329,0.384172797
MAI20171217,Maria Island,-42.59667,148.23333,2017-12-18 09:40:00,18.062128,0.69277,0.555358648
PHB20171024,Port Hacking,-34.11923,151.22667,2017-10-25 09:01:00,19.4535323,1.2158,0.507179737
ROT20161214,Rottnest Island,-32,115.41667,2016-12-14 09:35:00,20.30832164,0.211517851,0.164394811
NSI20170627,North Stradbroke,-27.345,153.562,2017-06-27 10:20:00,23.03195218,0.400899988,0.362953395
NSI20180123,North Stradbroke,-27.345,153.562,2018-01-23 10:20:00,26.9532761,0.18697,0.136362955
PHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25 09:33:00,17.7127451,(null),0.7240206
NSI20180718,North Stradbroke,-27.345,153.562,2018-07-18 10:20:00,21.4325718,(null),0.483035564
NSI20180913,North Stradbroke,-27.345,153.562,2018-09-13 10:20:00,21.579345,(null),0.226820588
DAR20180731_0330,Darwin,-12.4,130.76805,2018-07-31 13:00:00,26.8616295,(null),1.48131907
PHB20180626,Port Hacking,-34.11923,151.22667,2018-06-27 09:41:00,19.0413149,(null),0.685407817
YON20200212,Yongala,-19.30847,147.61842,2020-02-13 09:47:00,30.0986001,(null),1.522802479
NSI20191024,North Stradbroke,-27.345,153.562,2019-10-24 10:20:00,(null),(null),(null)
ROT20191126,Rottnest Island,-32,115.41667,2019-11-26 09:30:00,20.98579988,(null),0.117327411
PHB20200630,Port Hacking,-34.11923,151.22667,2020-07-01 09:18:00,(null),(null),(null)
ROT20190621,Rottnest Island,-32,115.41667,2019-06-21 09:15:00,(null),(null),(null)
PHB20200831,Port Hacking,-34.11923,151.22667,2020-09-01 09:44:00,(null),(null),(null)
YON20180927,Yongala,-19.30847,147.61842,2018-09-27 10:52:00,24.3230569,(null),0.228657678
