SAMPLE,STATION,LATITUDE,LONGITUDE,SAMPLEDATE
3105,Rottnest Island,-32,115.41667,2013-04-23 10:38:00
3108,Rottnest Island,-32,115.41667,2013-05-17 10:00:00
3185,North Stradbroke,-27.345,153.562,2013-11-22 09:55:00
5030,Yongala,-19.30847,147.61842,2013-12-05 11:26:00
6651,Port Hacking,-34.11923,151.22667,2014-01-21 09:43:00
6657,Port Hacking,-34.11923,151.22667,2014-02-12 09:57:00
5527,Maria Island,-42.59667,148.23333,2014-07-03 11:30:00
5626,North Stradbroke,-27.345,153.562,2014-09-17 10:30:00
5745,Port Hacking,-34.11923,151.22667,2014-04-28 09:38:00
5787,Port Hacking,-34.11923,151.22667,2014-07-16 10:00:00
5815,Port Hacking,-34.11923,151.22667,2014-09-11 10:13:00
5899,Yongala,-19.30847,147.61842,2014-06-24 10:53:00
6721,Rottnest Island,-32,115.41667,2014-09-19 12:57:00
6735,Rottnest Island,-32,115.41667,2014-10-14 11:52:00
7011,Maria Island,-42.59667,148.23333,2014-11-28 09:30:00
7136,Kangaroo Island,-35.83217,136.44733,2014-12-02 06:05:00
1729,Rottnest Island,-32,115.41667,2012-05-23 12:22:00
1734,Rottnest Island,-32,115.41667,2012-08-24 11:06:00
1547,Maria Island,-42.59667,148.23333,2012-10-02 10:15:00
1473,North Stradbroke,-27.345,153.562,2012-08-06 10:15:00
1512,Yongala,-19.30847,147.61842,2012-04-24 10:50:00
1615,Darwin,-12.4,130.76805,2012-07-30 02:00:00
138,Esperance,-33.93333,121.85,2009-09-17 09:40:00
141,Rottnest Island,-32,115.41667,2009-10-26 09:53:00
154,Yongala,-19.30847,147.61842,2011-03-23 10:49:00
166,Maria Island,-42.59667,148.23333,2010-05-05 11:30:00
169,Maria Island,-42.59667,148.23333,2012-01-19 12:00:00
172,Rottnest Island,-32,115.41667,2011-02-24 09:35:00
101,North Stradbroke,-27.345,153.562,2010-12-16 08:30:00
147,North Stradbroke,-27.345,153.562,2010-11-16 09:30:00
190,Maria Island,-42.59667,148.23333,2010-10-27 12:50:00
62,Port Hacking,-34.11923,151.22667,2009-04-23 09:38:00
129,Port Hacking,-34.11923,151.22667,2012-05-18 09:33:00
144,Yongala,-19.30847,147.61842,2010-07-29 11:22:00
165,Rottnest Island,-32,115.41667,2010-04-16 08:30:00
13,Port Hacking,-34.11923,151.22667,2010-01-20 09:20:00
16,Maria Island,-42.59667,148.23333,2010-07-22 11:10:00
23,Port Hacking,-34.11923,151.22667,2009-06-24 09:10:00
31,Rottnest Island,-32,115.41667,2010-07-23 12:02:00
37,Kangaroo Island,-35.83217,136.44733,2012-04-15 10:42:00
41,Port Hacking,-34.11923,151.22667,2012-03-12 09:00:00
47,Maria Island,-42.59667,148.23333,2009-08-20 11:30:00
53,Darwin,-12.4,130.76805,2012-01-15 07:00:00
59,Maria Island,-42.59667,148.23333,2011-10-05 12:24:00
67,Rottnest Island,-32,115.41667,2010-03-15 10:00:00
8060,Rottnest Island,-32,115.41667,2015-07-24 09:20:00
7674,Yongala,-19.30847,147.61842,2015-06-01 12:55:00
7860,Kangaroo Island,-35.83217,136.44733,2015-06-30 07:35:00
8045,Yongala,-19.30847,147.61842,2015-08-25 10:45:00
8583,Kangaroo Island,-35.83217,136.44733,2016-02-24 07:55:00
8930,Port Hacking,-34.11923,151.22667,2016-05-03 09:14:00
8075,Kangaroo Island,-35.83217,136.44733,2015-09-09 12:50:00
8840,Port Hacking,-34.11923,151.22667,2016-02-02 10:52:00
9361,North Stradbroke,-27.345,153.562,2016-11-16 10:15:00
7938,North Stradbroke,-27.345,153.562,2015-11-19 10:24:00
8244,Yongala,-19.30847,147.61842,2015-11-11 10:45:00
9067,North Stradbroke,-27.345,153.562,2016-09-20 10:15:00
9620,Port Hacking,-34.11923,151.22667,2017-02-06 10:49:00
9912,Darwin,-12.4,130.76805,2017-05-17 08:47:00
9927,Kangaroo Island,-35.83217,136.44733,2017-05-18 11:15:00
9943,Maria Island,-42.59667,148.23333,2017-08-01 10:01:00
9973,Port Hacking,-34.11923,151.22667,2017-05-18 09:45:00
9988,Port Hacking,-34.11923,151.22667,2017-06-15 08:52:00
10162,North Stradbroke,-27.345,153.562,2017-08-29 11:50:00
10178,Rottnest Island,-32,115.41667,2017-03-31 10:24:00
10557,Yongala,-19.30847,147.61842,2017-11-30 10:34:00
10644,Maria Island,-42.59667,148.23333,2018-03-02 09:30:00
10833,Kangaroo Island,-35.83217,136.44733,2018-03-07 12:20:00
9545,Yongala,-19.30847,147.61842,2016-12-07 10:15:00
9728,Rottnest Island,-32,115.41667,2016-12-14 09:35:00
9867,Maria Island,-42.59667,148.23333,2017-06-27 09:25:00
10113,Yongala,-19.30847,147.61842,2017-04-26 10:20:00
10128,Yongala,-19.30847,147.61842,2017-05-29 08:11:00
10727,Rottnest Island,-32,115.41667,2018-01-25 10:00:00
10785,Port Hacking,-34.11923,151.22667,2018-02-22 09:18:00
10807,Port Hacking,-34.11923,151.22667,2018-03-27 09:40:00
10889,Maria Island,-42.59667,148.23333,2018-03-16 08:45:00
10937,Rottnest Island,-32,115.41667,2018-05-11 09:21:00
9851,Maria Island,-42.59667,148.23333,2017-06-02 09:00:00
10754,Rottnest Island,-32,115.41667,2017-12-14 09:37:00
11119,Yongala,-19.30847,147.61842,2018-04-26 09:48:00
11334,Yongala,-19.30847,147.61842,2018-06-21 11:30:00
11422,North Stradbroke,-27.345,153.562,2018-10-23 10:30:00
12116,Maria Island,-42.59667,148.23333,2019-08-29 09:20:00
12199,Maria Island,-42.59667,148.23333,2019-09-25 10:03:00
12376,Port Hacking,-34.11923,151.22667,2019-09-24 09:36:00
12478,Yongala,-19.30847,147.61842,2019-08-26 10:40:00
12729,Darwin,-12.4,130.76805,2019-11-06 07:38:00
12849,Port Hacking,-34.11923,151.22667,2019-12-17 09:02:00
12976,Maria Island,-42.59667,148.23333,2020-01-07 09:45:00
11008,Kangaroo Island,-35.83217,136.44733,2018-05-16 08:15:00
11210,Yongala,-19.30847,147.61842,2018-08-17 10:23:00
11489,Rottnest Island,-32,115.41667,2018-11-30 09:33:00
11540,Kangaroo Island,-35.83217,136.44733,2018-12-04 15:39:00
11713,Maria Island,-42.59667,148.23333,2019-03-21 09:35:00
11902,Rottnest Island,-32,115.41667,2019-03-06 10:24:00
102,Port Hacking,-34.11923,151.22667,2011-02-04 09:58:00
109,North Stradbroke,-27.345,153.562,2012-02-14 08:00:00
130,North Stradbroke,-27.345,153.562,2011-08-16 10:00:00
1491,Yongala,-19.30847,147.61842,2012-09-18 11:00:00
1568,Rottnest Island,-32,115.41667,2012-11-26 11:02:00
1571,Rottnest Island,-32,115.41667,2013-01-25 10:10:00
3057,Yongala,-19.30847,147.61842,2013-07-19 11:08:00
3075,Port Hacking,-34.11923,151.22667,2013-03-20 09:27:00
1758,North Stradbroke,-27.345,153.562,2013-03-26 11:10:00
3020,Maria Island,-42.59667,148.23333,2013-05-28 10:56:00
5002,Yongala,-19.30847,147.61842,2013-10-15 11:40:00
5646,North Stradbroke,-27.345,153.562,2014-10-20 10:45:00
5943,Rottnest Island,-32,115.41667,2014-07-30 10:03:00
5044,Yongala,-19.30847,147.61842,2014-01-22 10:00:00
6800,Port Hacking,-34.11923,151.22667,2014-10-22 09:30:00
1732,Rottnest Island,-32,115.41667,2012-07-27 09:55:00
1743,Ningaloo,-21.99,113.779,2012-05-09 10:50:00
1476,Port Hacking,-34.11923,151.22667,2012-07-17 10:00:00
1475,Yongala,-19.30847,147.61842,2012-04-02 10:44:00
1549,Yongala,-19.30847,147.61842,2012-08-16 00:00:00
161,Maria Island,-42.59667,148.23333,2011-10-26 11:00:00
1493,North Stradbroke,-27.345,153.562,2012-11-14 10:45:00
106,Rottnest Island,-32,115.41667,2011-11-22 15:08:00
131,Rottnest Island,-32,115.41667,2011-06-22 10:00:00
136,Port Hacking,-34.11923,151.22667,2009-02-24 09:27:00
162,Kangaroo Island,-35.83217,136.44733,2009-12-16 07:15:00
180,Kangaroo Island,-35.83217,136.44733,2009-10-08 06:00:00
189,North Stradbroke,-27.345,153.562,2010-10-18 10:00:00
193,Kangaroo Island,-35.83217,136.44733,2011-02-23 10:30:00
196,Maria Island,-42.59667,148.23333,2011-04-07 10:30:00
1,Esperance,-33.93333,121.85,2011-05-12 10:10:00
6,Maria Island,-42.59667,148.23333,2009-05-06 11:20:00
8,Port Hacking,-34.11923,151.22667,2009-08-20 09:19:00
36,Rottnest Island,-32,115.41667,2012-02-21 09:40:00
49,North Stradbroke,-27.345,153.562,2010-03-23 09:15:00
58,Port Hacking,-34.11923,151.22667,2011-05-18 09:25:00
66,Port Hacking,-34.11923,151.22667,2009-11-11 09:45:00
9345,Yongala,-19.30847,147.61842,2016-09-27 10:33:00
7413,North Stradbroke,-27.345,153.562,2015-03-23 11:40:00
7908,Maria Island,-42.59667,148.23333,2015-07-23 10:45:00
8885,Port Hacking,-34.11923,151.22667,2016-04-08 09:13:00
9172,Rottnest Island,-32,115.41667,2016-10-04 10:38:00
9284,Kangaroo Island,-35.83217,136.44733,2016-09-15 11:18:00
9376,North Stradbroke,-27.345,153.562,2016-12-15 10:15:00
9391,North Stradbroke,-27.345,153.562,2017-01-17 10:30:00
7869,Port Hacking,-34.11923,151.22667,2015-05-19 09:43:00
8409,North Stradbroke,-27.345,153.562,2015-12-16 10:30:00
10223,Darwin,-12.4,130.76805,2017-07-15 10:00:00
10673,Rottnest Island,-32,115.41667,2018-03-28 09:23:00
10713,Port Hacking,-34.11923,151.22667,2017-12-12 08:54:00
9590,Port Hacking,-34.11923,151.22667,2016-10-31 09:35:00
9897,North Stradbroke,-27.345,153.562,2017-06-27 10:20:00
10067,Rottnest Island,-32,115.41667,2017-06-26 09:46:00
10567,Yongala,-19.30847,147.61842,2017-10-26 09:56:00
11266,Maria Island,-42.59667,148.23333,2018-10-19 08:45:00
11321,Rottnest Island,-32,115.41667,2018-10-24 09:18:00
11449,Rottnest Island,-32,115.41667,2018-08-31 10:07:00
11976,Rottnest Island,-32,115.41667,2019-06-21 09:15:00
12461,North Stradbroke,-27.345,153.562,2019-10-24 10:20:00
11518,Maria Island,-42.59667,148.23333,2019-01-07 08:50:00
12247,North Stradbroke,-27.345,153.562,2019-09-16 10:20:00
12346,Kangaroo Island,-35.83217,136.44733,2019-09-10 07:50:00
84,North Stradbroke,-27.345,153.562,2011-04-13 09:25:00
91,Rottnest Island,-32,115.41667,2009-12-22 10:00:00
117,Port Hacking,-34.11923,151.22667,2009-10-19 09:55:00
1539,Port Hacking,-34.11923,151.22667,2012-10-10 09:44:00
1574,Maria Island,-42.59667,148.23333,2012-11-13 10:45:00
1783,Yongala,-19.30847,147.61842,2013-01-31 10:15:00
3024,North Stradbroke,-27.345,153.562,2013-08-19 10:10:00
3087,Esperance,-33.93333,121.85,2013-07-25 09:57:00
3090,Ningaloo,-21.99,113.779,2013-05-09 10:20:00
3096,Rottnest Island,-32,115.41667,2012-12-19 11:48:00
3188,North Stradbroke,-27.345,153.562,2013-10-16 10:40:00
4907,North Stradbroke,-27.345,153.562,2014-03-06 10:15:00
4930,Rottnest Island,-32,115.41667,2013-11-22 10:26:00
4933,Rottnest Island,-32,115.41667,2013-12-18 10:43:00
5443,North Stradbroke,-27.345,153.562,2014-04-04 10:45:00
5661,Maria Island,-42.59667,148.23333,2014-03-19 10:55:00
5524,Maria Island,-42.59667,148.23333,2014-06-19 11:30:00
5629,Maria Island,-42.59667,148.23333,2014-08-07 12:00:00
5645,Kangaroo Island,-35.83217,136.44733,2014-03-13 14:00:00
6574,Maria Island,-42.59667,148.23333,2014-08-21 11:50:00
7076,Maria Island,-42.59667,148.23333,2014-12-09 10:05:00
7091,Port Hacking,-34.11923,151.22667,2015-01-22 09:48:00
111,Rottnest Island,-32,115.41667,2012-05-04 13:00:00
1740,Esperance,-33.93333,121.85,2012-09-10 12:51:00
1471,North Stradbroke,-27.345,153.562,2012-05-11 10:05:00
1692,Maria Island,-42.59667,148.23333,2012-07-24 10:50:00
135,Kangaroo Island,-35.83217,136.44733,2009-02-05 14:05:00
140,North Stradbroke,-27.345,153.562,2009-10-22 09:20:00
148,Yongala,-19.30847,147.61842,2011-01-18 11:30:00
174,Darwin,-12.4,130.76805,2012-01-15 15:10:00
185,Port Hacking,-34.11923,151.22667,2010-08-18 09:30:00
194,North Stradbroke,-27.345,153.562,2011-03-23 10:20:00
201,Port Hacking,-34.11923,151.22667,2011-09-15 09:43:00
155,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00
38,Maria Island,-42.59667,148.23333,2012-04-12 10:45:00
56,Kangaroo Island,-35.83217,136.44733,2012-01-17 07:00:00
74,Port Hacking,-34.11923,151.22667,2010-10-20 10:40:00
159,Ningaloo,-21.99,113.779,2011-07-06 11:04:00
9,Maria Island,-42.59667,148.23333,2009-09-07 11:25:00
64,Port Hacking,-34.11923,151.22667,2009-12-07 09:14:00
65,North Stradbroke,-27.345,153.562,2009-10-15 10:10:00
7745,Rottnest Island,-32,115.41667,2015-05-07 09:36:00
7383,Maria Island,-42.59667,148.23333,2015-02-25 10:20:00
7522,Yongala,-19.30847,147.61842,2014-11-21 08:48:00
8471,Maria Island,-42.59667,148.23333,2016-03-04 10:15:00
8518,North Stradbroke,-27.345,153.562,2016-03-18 10:30:00
8598,Rottnest Island,-32,115.41667,2016-02-23 08:57:00
8794,Maria Island,-42.59667,148.23333,2016-07-01 09:30:00
8825,Rottnest Island,-32,115.41667,2016-04-13 09:30:00
8855,Rottnest Island,-32,115.41667,2016-05-27 09:30:00
8945,Yongala,-19.30847,147.61842,2016-06-01 10:46:00
8487,Maria Island,-42.59667,148.23333,2016-03-22 10:11:00
9127,Yongala,-19.30847,147.61842,2016-07-25 10:25:00
9142,Yongala,-19.30847,147.61842,2016-08-23 10:19:00
7613,Maria Island,-42.59667,148.23333,2015-04-21 10:50:00
8336,Rottnest Island,-32,115.41667,2015-10-22 09:36:00
8351,Rottnest Island,-32,115.41667,2015-12-15 08:22:00
8870,Port Hacking,-34.11923,151.22667,2016-03-01 09:00:00
9309,Port Hacking,-34.11923,151.22667,2016-07-19 10:19:00
9500,North Stradbroke,-27.345,153.562,2017-02-17 10:30:00
9744,Rottnest Island,-32,115.41667,2017-01-20 10:20:00
9760,Rottnest Island,-32,115.41667,2017-03-03 10:30:00
10392,Yongala,-19.30847,147.61842,2017-08-16 10:24:00
10492,Port Hacking,-34.11923,151.22667,2017-08-22 09:50:00
9882,North Stradbroke,-27.345,153.562,2017-05-16 10:20:00
10035,Rottnest Island,-32,115.41667,2017-04-28 09:52:00
10361,Rottnest Island,-32,115.41667,2017-09-14 09:45:00
11038,North Stradbroke,-27.345,153.562,2018-05-30 10:20:00
11051,Port Hacking,-34.11923,151.22667,2018-05-29 09:50:00
11184,Darwin,-12.4,130.76805,2018-07-31 16:00:00
11392,North Stradbroke,-27.345,153.562,2018-07-18 10:20:00
12021,Kangaroo Island,-35.83217,136.44733,2019-03-20 13:40:00
12052,Yongala,-19.30847,147.61842,2019-03-13 10:10:00
12407,Rottnest Island,-32,115.41667,2019-07-11 09:26:00
12438,Yongala,-19.30847,147.61842,2019-07-03 10:50:00
12492,Yongala,-19.30847,147.61842,2019-08-08 10:04:00
12537,Yongala,-19.30847,147.61842,2019-11-07 10:10:00
12584,Rottnest Island,-32,115.41667,2019-11-26 09:30:00
12600,Rottnest Island,-32,115.41667,2019-11-04 09:25:00
12880,Rottnest Island,-32,115.41667,2019-12-18 09:15:00
11553,Yongala,-19.30847,147.61842,2018-11-23 10:05:00
11835,North Stradbroke,-27.345,153.562,2019-03-22 10:50:00
11923,Rottnest Island,-32,115.41667,2019-05-07 09:40:00
12231,North Stradbroke,-27.345,153.562,2019-08-21 10:40:00
82,Maria Island,-42.59667,148.23333,2012-02-22 11:00:00
103,Ningaloo,-21.99,113.779,2011-02-09 10:15:00
107,Rottnest Island,-32,115.41667,2011-12-21 15:45:00
110,Maria Island,-42.59667,148.23333,2012-03-27 10:40:00
113,Rottnest Island,-32,115.41667,2011-03-24 09:35:00
118,North Stradbroke,-27.345,153.562,2009-11-02 09:02:00
119,Kangaroo Island,-35.83217,136.44733,2010-01-13 07:00:00
127,Rottnest Island,-32,115.41667,2011-01-25 09:10:00
1483,Darwin,-12.4,130.76805,2012-12-09 12:30:00
1485,Yongala,-19.30847,147.61842,2012-12-19 10:20:00
1550,Esperance,-33.93333,121.85,2012-12-12 09:10:00
1804,Port Hacking,-34.11923,151.22667,2012-12-19 09:31:00
3016,North Stradbroke,-27.345,153.562,2013-07-07 09:40:00
3051,Port Hacking,-34.11923,151.22667,2013-09-16 08:15:00
3141,Maria Island,-42.59667,148.23333,2013-09-24 11:40:00
3314,Maria Island,-42.59667,148.23333,2013-11-18 10:50:00
1755,Darwin,-12.4,130.76805,2013-04-05 09:40:00
5457,North Stradbroke,-27.345,153.562,2014-05-07 10:25:00
5829,Rottnest Island,-32,115.41667,2014-03-19 12:30:00
1526,Port Hacking,-34.11923,151.22667,2012-08-22 09:19:00
6866,North Stradbroke,-27.345,153.562,2014-11-07 10:35:00
1494,North Stradbroke,-27.345,153.562,2012-10-17 10:20:00
1511,Yongala,-19.30847,147.61842,2012-07-26 11:00:00
1513,Darwin,-12.4,130.76805,2012-04-17 09:42:00
158,Yongala,-19.30847,147.61842,2011-06-16 11:25:00
160,Rottnest Island,-32,115.41667,2011-07-25 10:20:00
171,Maria Island,-42.59667,148.23333,2011-02-23 11:15:00
173,Darwin,-12.4,130.76805,2012-01-15 09:05:00
121,Yongala,-19.30847,147.61842,2010-04-13 14:14:00
152,Kangaroo Island,-35.83217,136.44733,2011-12-20 09:30:00
181,Port Hacking,-34.11923,151.22667,2010-05-11 09:13:00
182,North Stradbroke,-27.345,153.562,2010-05-21 08:21:00
186,North Stradbroke,-27.345,153.562,2010-09-16 12:45:00
187,Maria Island,-42.59667,148.23333,2010-10-01 12:40:00
191,Kangaroo Island,-35.83217,136.44733,2011-01-24 07:40:00
199,Maria Island,-42.59667,148.23333,2011-07-25 12:15:00
202,North Stradbroke,-27.345,153.562,2011-09-15 11:10:00
26,North Stradbroke,-27.345,153.562,2010-04-12 08:35:00
32,Ningaloo,-21.99,113.779,2010-11-08 15:00:00
44,Port Hacking,-34.11923,151.22667,2011-12-07 09:30:00
50,Yongala,-19.30847,147.61842,2010-09-09 11:00:00
137,Maria Island,-42.59667,148.23333,2009-07-16 11:36:00
2,Yongala,-19.30847,147.61842,2011-04-14 11:27:00
27,Esperance,-33.93333,121.85,2009-12-16 09:45:00
28,Rottnest Island,-32,115.41667,2010-11-24 11:07:00
51,Yongala,-19.30847,147.61842,2010-11-01 11:45:00
54,Yongala,-19.30847,147.61842,2012-01-12 11:30:00
7537,Yongala,-19.30847,147.61842,2014-12-09 10:04:00
7845,Port Hacking,-34.11923,151.22667,2015-03-31 09:32:00
8394,Maria Island,-42.59667,148.23333,2015-12-17 09:35:00
8658,Yongala,-19.30847,147.61842,2016-02-15 10:18:00
8900,Rottnest Island,-32,115.41667,2016-06-21 09:26:00
7777,North Stradbroke,-27.345,153.562,2015-07-31 10:15:00
9082,Port Hacking,-34.11923,151.22667,2016-06-15 11:06:00
7492,North Stradbroke,-27.345,153.562,2015-05-28 10:15:00
7704,North Stradbroke,-27.345,153.562,2015-06-24 10:30:00
8210,Kangaroo Island,-35.83217,136.44733,2015-11-17 09:50:00
8306,Rottnest Island,-32,115.41667,2015-08-27 11:15:00
10268,Kangaroo Island,-35.83217,136.44733,2017-09-08 15:00:00
10330,Port Hacking,-34.11923,151.22667,2017-09-22 08:48:00
10407,Yongala,-19.30847,147.61842,2017-09-06 10:00:00
10745,Yongala,-19.30847,147.61842,2018-02-20 10:30:00
9455,Rottnest Island,-32,115.41667,2016-11-14 09:45:00
9470,Kangaroo Island,-35.83217,136.44733,2016-11-18 12:45:00
9560,Yongala,-19.30847,147.61842,2017-01-20 10:00:00
9680,Kangaroo Island,-35.83217,136.44733,2017-03-15 12:27:00
9805,Darwin,-12.4,130.76805,2017-02-03 16:00:00
9820,Port Hacking,-34.11923,151.22667,2017-03-22 09:21:00
10464,Yongala,-19.30847,147.61842,2017-07-24 10:45:00
10345,Port Hacking,-34.11923,151.22667,2017-10-25 09:01:00
10441,Maria Island,-42.59667,148.23333,2017-11-24 09:50:00
10521,Kangaroo Island,-35.83217,136.44733,2017-11-29 14:50:00
10584,North Stradbroke,-27.345,153.562,2018-04-17 10:15:00
10767,Port Hacking,-34.11923,151.22667,2018-01-24 09:41:00
10874,Maria Island,-42.59667,148.23333,2017-12-18 09:40:00
10967,Maria Island,-42.59667,148.23333,2018-06-06 09:30:00
10614,North Stradbroke,-27.345,153.562,2018-03-02 10:25:00
10794,Rottnest Island,-32,115.41667,2017-11-23 10:05:00
10859,Yongala,-19.30847,147.61842,2017-12-15 10:44:00
11064,Port Hacking,-34.11923,151.22667,2018-06-27 09:41:00
11377,North Stradbroke,-27.345,153.562,2018-08-17 10:20:00
11803,Maria Island,-42.59667,148.23333,2019-05-01 09:47:00
12082,Yongala,-19.30847,147.61842,2019-05-07 11:30:00
12552,Yongala,-19.30847,147.61842,2019-12-03 09:45:00
12632,Maria Island,-42.59667,148.23333,2019-10-16 09:40:00
12682,North Stradbroke,-27.345,153.562,2019-12-20 10:20:00
10995,Darwin,-12.4,130.76805,2018-05-10 07:02:00
11023,Maria Island,-42.59667,148.23333,2018-06-28 09:00:00
11197,Yongala,-19.30847,147.61842,2018-07-20 10:56:00
11279,Kangaroo Island,-35.83217,136.44733,2018-08-21 08:00:00
11293,Rottnest Island,-32,115.41667,2018-07-27 09:33:00
11347,Darwin,-12.4,130.76805,2018-10-31 08:26:00
11503,Rottnest Island,-32,115.41667,2018-12-11 09:24:00
11607,Port Hacking,-34.11923,151.22667,2018-12-19 09:40:00
11667,North Stradbroke,-27.345,153.562,2019-01-18 10:40:00
11697,Rottnest Island,-32,115.41667,2019-02-21 09:30:00
12391,Port Hacking,-34.11923,151.22667,2019-07-29 10:03:00
